SongVidTitle,ViewCount,CurrentPosition,WeekStartDate,YtChannel
"Metro Boomin & Swae Lee, Lil Wayne, Offset “Annihilate – Spider-Man: Across the Spider-Verse”",645848,100,20230622,Metro Boomin
Nicki Minaj & Ice Spice – Barbie World (with Aqua) [Official Music Video],4210411,1,20230629,Nicki Minaj
Lil Durk - All My Life ft. J. Cole (Official Video),4053571,2,20230629,Lil Durk
Latto - Put It On Da Floor Again (feat. Cardi B) [Official Video],3585833,3,20230629,Latto
Toosii - Favorite Song (Official Video),3523836,4,20230629,Toosii 
Fuerza Regida - SABOR FRESA [Official Video],3245580,5,20230629,FUERZA REGIDA
Juice WRLD & Cordae - Doomsday (Directed by Cole Bennett),3057712,6,20230629,Lyrical Lemonade
Yng Lvcas & Peso Pluma - La Bebe (Remix) [Video Oficial],2835900,7,20230629,Yng Lvcas
Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),2743293,8,20230629,Grupo Frontera
Ella Baila Sola - (Video Oficial) - Eslabon Armado y Peso Pluma - DEL Records 2023,2473837,9,20230629,DEL Records
Young Nudy - Peaches & Eggplants (Official Video) ft. 21 Savage,2076344,10,20230629,Young Nudy
6ix9ine - Dueño (feat. Lenier) (Official Music Video),2072467,11,20230629,Tekashi 6ix9ine
YoungBoy Never Broke Again - B*tch Let's Do It [Official Music Video],2062947,12,20230629,YoungBoy Never Broke Again
YoungBoy Never Broke Again - I Need To Know  [Official Music Video],1991131,13,20230629,YoungBoy Never Broke Again
Morgan Wallen - Last Night (One Record At A Time Sessions),1907347,14,20230629,Morgan Wallen
6ix9ine - Pa Ti (feat. Yailin La Más Viral) (Official Music Video),1871992,15,20230629,Tekashi 6ix9ine
Peso Pluma - Bye (Video Oficial),1827148,16,20230629,Peso Pluma
"KAROL G, Shakira - TQG (Official Video)",1721034,17,20230629,KAROL G
Miley Cyrus - Flowers (Official Video),1613744,18,20230629,Miley Cyrus
Fuerza Regida - TQM [Official Video],1606298,19,20230629,FUERZA REGIDA
Ice Spice & Nicki Minaj - Princess Diana (Official Music Video),1568905,20,20230629,Ice Spice
"GloRilla, Cardi B - Tomorrow 2 (Official Music Video)",1556665,21,20230629,theofficialGloRilla
"Grupo Firme - Gerardo Coronel ""El Jerry"" - Qué Onda Perdida (Video Oficial)",1526630,22,20230629,Grupo Firme
"Rema, Selena Gomez - Calm Down (Official Music Video)",1481681,23,20230629,Selena Gomez
EL ALFA X Peso Pluma  - Plebada (Video Oficial),1468736,24,20230629,ElAlfaElJefeTV
PESO PLUMA || BZRP Music Sessions #55,1445974,25,20230629,Bizarrap
Peso Pluma - Por Las Noches (Video Oficial),1379064,26,20230629,Prajin Music Group
"Peso Pluma, Natanael Cano - PRC (Video Oficial)",1323798,27,20230629,Peso Pluma
"LADY GAGA (Lyric Video) - Peso Pluma, Gabito Ballesteros, Junior H",1307794,28,20230629,Peso Pluma
Carin Leon x Grupo Frontera - QUE VUELVAS (Video Oficial),1291577,29,20230629,Grupo Frontera
Kaliii - Area Codes (Official Music Video),1286181,30,20230629,Kaliii
That Mexican OT - Johnny Dang (feat. Paul Wall & Drodi) (Official Music Video),1271240,31,20230629,That Mexican OT
"Becky G, Peso Pluma - CHANEL (Official Video)",1263043,32,20230629,Becky G
Fuerza Regida x Grupo Frontera - Bebe Dame,1233783,33,20230629,FUERZA REGIDA
King Von - Robberies (Official Video),1233577,34,20230629,King Von
Lil Mabu - MATHEMATICAL DISRESPECT (Live Mic Performance),1232188,35,20230629,Lil Mabu
Bad Bunny - WHERE SHE GOES (Official Video),1224782,36,20230629,Bad Bunny
"Yuridia, Angela Aguilar - Qué Agonía (Video Oficial)",1212810,37,20230629,Yuridia 
Rod Wave - Fight The Feeling (Official Video),1210025,38,20230629,RodWave
Grupo Frontera - NO SE VA (Video Oficial),1209168,39,20230629,Grupo Frontera
Lil Baby - California Breeze (Official Video),1191255,40,20230629,Lil Baby Official 
RUBICON (Lyric Video) - Peso Pluma,1165495,41,20230629,Peso Pluma
Yailin La Mas Viral - Narcisista (Video Oficial),1140195,42,20230629,Yailin La Mas Viral
Chris Brown - Under The Influence (Official Video),1079022,43,20230629,Chris Brown
Yahritza Y Su Esencia & Grupo Frontera - Frágil (Official Video),1055815,44,20230629,Yahritza Y Su Esencia
"LUNA (Lyric Video) - Peso Pluma, Junior H",1054852,45,20230629,Peso Pluma
Jelly Roll - Son Of A Sinner (Official Music Video),1044348,46,20230629,Jelly Roll
Young Thug - Parade on Cleveland (feat. Drake) [Official Lyric Video],1042942,47,20230629,Young Thug
Fuerza Regida X Peso Pluma - Igualito A Mi Apá [Oficial Video],1025288,48,20230629,FUERZA REGIDA
GloRilla - Lick Or Sum (Official Music Video),1010110,49,20230629,theofficialGloRilla
HARDY - wait in the truck (feat. Lainey Wilson) (Official Music Video),1006254,50,20230629,HARDY
"Feid, Young Miko - Classy 101 (Official Video)",965786,51,20230629,Feid
Joyner Lucas - Broski “Official Music Video” (Not Now I’m Busy),950575,52,20230629,Joyner Lucas
Morgan Wallen - Thinkin’ Bout Me,921661,53,20230629,Morgan Wallen
"Cartel de Santa, La Kelly - Shorty Party (Video Oficial)",917452,54,20230629,elcarteldesantatv
Coco Jones - ICU,901208,55,20230629,Coco Jones
Yahritza Y Su Esencia & Grupo Frontera - Frágil (Official Lyric Video),900911,56,20230629,Yahritza Y Su Esencia
Gunna - back to the moon [Official Video],896936,57,20230629,Gunna
"Falling In Reverse - ""Last Resort (Reimagined)""",891627,58,20230629,Epitaph Records
"Gerardo Coronel ""El Jerry"" -  Qué Onda Perdida [Video Oficial]",879421,59,20230629,Gerardo Coronel El Jerry
Taylor Swift - You Belong With Me,876969,60,20230629,Taylor Swift
GloRilla – Put It On Da Floor (GloMix),873468,61,20230629,theofficialGloRilla
"Rylo Rodriguez - ""Thang for you"" ft. NoCap (Official Music Video)",842217,62,20230629,Rylo Rodriguez
Sexyy Red - Pound Town (Spring Break Edition) (Official Video),841531,63,20230629,Sexyy Red
"Jelly Roll - ""NEED A FAVOR"" (Official Music Video)",815687,65,20230629,Jelly Roll
Gunna - bread & butter [Official Video],806271,66,20230629,Gunna
Young Thug - Oh U Went (feat. Drake) [Official Lyric Video],801335,67,20230629,Young Thug
Junior H con Banda - El Hijo Mayor [En Vivo],783619,68,20230629,Rancho Humilde
YoungBoy Never Broke Again - Big Truck [Official Music Video],783436,69,20230629,YoungBoy Never Broke Again
Drake - Search & Rescue (Official Visualizer),768832,70,20230629,Drake
"Peso Pluma, Jasiel Nuñez - Rosa Pastel (Video Oficial)",765852,71,20230629,Peso Pluma
Chino Pacas X Fuerza Regida - Dijeron que no la iba lograr [ Oficial Video ],764938,72,20230629,FUERZA REGIDA
DaBaby - SHAKE SUMN (Official Music Video),752184,73,20230629,DaBaby
"Rich Gang - Lifestyle ft. Young Thug, Rich Homie Quan",744342,74,20230629,Reqlil production
"Peso Pluma, Blessd - Las Morras (Video Oficial)",743008,75,20230629,Peso Pluma
BigXthaPlug ft. Big Yavo - Boy (Official Video),736517,76,20230629,BigXthaPlug
NUEVA VIDA (Lyric Video) - Peso Pluma,722359,77,20230629,Peso Pluma
Sexyy Red - SkeeYee (Official Video),715976,78,20230629,Sexyy Red
Young Nudy - Peaches & Eggplants (Official Audio) feat. 21 Savage,708452,79,20230629,Young Nudy
"Luis R Conriquez, Peso Pluma - Siempre Pendientes [Video Oficial]",706305,80,20230629,Kartel Music
Taylor Swift - Blank Space,704637,81,20230629,Taylor Swift
Michael Jackson - Billie Jean (Official Video),704052,82,20230629,Michael Jackson
Shakira - Acróstico (Official Video),695595,83,20230629,Shakira
"Lola Brooke - Don't Play With It (Remix) (Official Video) ft. Latto, Yung Miami",692017,84,20230629,Lola Brooke
KAROL G - AMARGURA (En Vivo),681007,86,20230629,KAROL G
Junior H x Peso Pluma x Gabito Ballesteros - El Tsurito [En Vivo],679187,87,20230629,Rancho Humilde
Eden Muñoz & Junior H– Abcdario (Video Oficial),676308,88,20230629,Eden Muñoz
"Drake, 21 Savage - Spin Bout U",668701,89,20230629,Drake
Grupo Frontera x Grupo Marca Registrada - Di Que Si (Video Oficial),664190,90,20230629,Grupo Frontera
Lil Mabu - RICH SCHOLAR (Official Music Video),663661,91,20230629,Lil Mabu
Donald in the John With Boxes - A Randy Rainbow Song Parody,661178,92,20230629,Randy Rainbow
Carin Leon - Primera Cita [Official Video],656939,93,20230629,Carin Leon oficial
Fuerza Regida - Se Logro [Oficial Video],652648,94,20230629,FUERZA REGIDA
JVKE - this is what heartbreak feels like (Official Lyric Video),651694,95,20230629,JVKE
OneRepublic - Counting Stars,649675,96,20230629,OneRepublic
Eagles - Hotel California (Live 1977) (Official Video) [HD],649379,97,20230629,Eagles
Taylor Swift - Shake It Off,626199,98,20230629,Taylor Swift
Lloyd - You (Official Music Video) ft. Lil Wayne,619531,99,20230629,Lloyd
Doja Cat - Attention (Official Video),617543,100,20230629,Doja Cat
Olivia Rodrigo - vampire (Official Video),4846756,1,20230706,Olivia Rodrigo
Lil Durk - All My Life ft. J. Cole (Official Video),3986989,2,20230706,Lil Durk
Toosii - Favorite Song (Official Video),3102323,3,20230706,Toosii 
Latto - Put It On Da Floor Again (feat. Cardi B) [Official Video],2990737,4,20230706,Latto
"Peso Pluma, Grupo Frontera - TULUM (Video Oficial)",2889004,5,20230706,Peso Pluma
Yng Lvcas & Peso Pluma - La Bebe (Remix) [Video Oficial],2593426,6,20230706,Yng Lvcas
Ella Baila Sola - (Video Oficial) - Eslabon Armado y Peso Pluma - DEL Records 2023,2494811,7,20230706,DEL Records
Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),2487731,8,20230706,Grupo Frontera
YoungBoy Never Broke Again - B*tch Let's Do It [Official Music Video],1982889,9,20230706,YoungBoy Never Broke Again
RUBICON (Lyric Video) - Peso Pluma,1976474,10,20230706,Peso Pluma
Fuerza Regida - SABOR FRESA [Official Video],1825597,11,20230706,FUERZA REGIDA
Morgan Wallen - Last Night (One Record At A Time Sessions),1805897,12,20230706,Morgan Wallen
Peso Pluma - Bye (Video Oficial),1787768,13,20230706,Peso Pluma
Young Nudy - Peaches & Eggplants (Official Video) ft. 21 Savage,1739527,14,20230706,Young Nudy
"Grupo Firme - Gerardo Coronel ""El Jerry"" - Qué Onda Perdida (Video Oficial)",1704322,15,20230706,Grupo Firme
"KAROL G, Shakira - TQG (Official Video)",1675866,16,20230706,KAROL G
Nicki Minaj & Ice Spice – Barbie World (with Aqua) [Official Music Video],1575184,17,20230706,Nicki Minaj
"Rema, Selena Gomez - Calm Down (Official Music Video)",1556026,18,20230706,Selena Gomez
"GloRilla, Cardi B - Tomorrow 2 (Official Music Video)",1486903,19,20230706,theofficialGloRilla
"Rylo Rodriguez - ""Thang for you"" ft. NoCap (Official Music Video)",1374707,20,20230706,Rylo Rodriguez
"Peso Pluma, Natanael Cano - PRC (Video Oficial)",1361548,21,20230706,Peso Pluma
Fuerza Regida - TQM [Official Video],1356052,22,20230706,FUERZA REGIDA
EL ALFA X Peso Pluma  - Plebada (Video Oficial),1328760,23,20230706,ElAlfaElJefeTV
HARDY - wait in the truck (feat. Lainey Wilson) (Official Music Video),1272983,24,20230706,HARDY
Ice Spice & Nicki Minaj - Princess Diana (Official Music Video),1269563,25,20230706,Ice Spice
Miley Cyrus - Flowers (Official Video),1265246,26,20230706,Miley Cyrus
Carin Leon x Grupo Frontera - QUE VUELVAS (Video Oficial),1256335,27,20230706,Grupo Frontera
"Rick Ross - Aston Martin Music ft. Drake, Chrisette Michele",1196302,28,20230706,Rick Ross
Lil Baby - California Breeze (Official Video),1175334,29,20230706,Lil Baby Official 
Peso Pluma - Por Las Noches (Video Oficial),1162530,30,20230706,Prajin Music Group
Fuerza Regida x Grupo Frontera - Bebe Dame,1152187,31,20230706,FUERZA REGIDA
Bad Bunny - WHERE SHE GOES (Official Video),1140645,32,20230706,Bad Bunny
"Becky G, Peso Pluma - CHANEL (Official Video)",1134422,33,20230706,Becky G
Grupo Frontera - NO SE VA (Video Oficial),1121625,34,20230706,Grupo Frontera
Jhené Aiko - Sativa ft. Rae Sremmurd,1120319,35,20230706,Jhené Aiko
That Mexican OT - Johnny Dang (feat. Paul Wall & Drodi) (Official Music Video),1120313,36,20230706,That Mexican OT
PESO PLUMA || BZRP Music Sessions #55,1114866,37,20230706,Bizarrap
"Yuridia, Angela Aguilar - Qué Agonía (Video Oficial)",1078774,38,20230706,Yuridia 
"Falling In Reverse - ""Last Resort (Reimagined)""",1056745,39,20230706,Epitaph Records
Rod Wave - Fight The Feeling (Official Video),1048455,40,20230706,RodWave
"LADY GAGA (Visualizer) - Peso Pluma, Gabito Ballesteros, Junior H",1048073,41,20230706,Peso Pluma
6ix9ine - Pa Ti (feat. Yailin La Más Viral) (Official Music Video),1041418,42,20230706,Tekashi 6ix9ine
"Lauv - Steal The Show (From ""Elemental"")",1031466,43,20230706,DisneyMusicVEVO
Yahritza Y Su Esencia & Grupo Frontera - Frágil (Official Video),1025304,44,20230706,Yahritza Y Su Esencia
Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],1018623,45,20230706,Migos ATL
Jelly Roll - Son Of A Sinner (Official Music Video),1015338,46,20230706,Jelly Roll
YoungBoy Never Broke Again - I Need To Know  [Official Music Video],983318,47,20230706,YoungBoy Never Broke Again
Future - Low Life (Official Music Video) ft. The Weeknd,981920,48,20230706,Future
Eagles - Hotel California (Live 1977) (Official Video) [HD],966167,49,20230706,Eagles
Zach Bryan - Something In The Orange,959302,50,20230706,Zach Bryan
Yahritza Y Su Esencia & Grupo Frontera - Frágil (Official Lyric Video),941341,51,20230706,Yahritza Y Su Esencia
"Rich Gang - Lifestyle ft. Young Thug, Rich Homie Quan",916548,52,20230706,Reqlil production
NUEVA VIDA (Lyric Video) - Peso Pluma,915767,53,20230706,Peso Pluma
Morgan Wallen - Thinkin’ Bout Me,913510,54,20230706,Morgan Wallen
Kaliii - Area Codes (Official Music Video),912424,55,20230706,Kaliii
Lil Mabu - MATHEMATICAL DISRESPECT (Live Mic Performance),888021,56,20230706,Lil Mabu
Future - Life Is Good (Official Music Video) ft. Drake,885407,57,20230706,Future
Calibre 50 - Si Te Pudiera Mentir (LETRA),878522,58,20230706,Calibre50
"Myke Towers, Farruko, Arcangel, Sech & Zion - Si Se Da Remix (Video Oficial)",876572,59,20230706,Myke Towers
"Gerardo Coronel ""El Jerry"" -  Qué Onda Perdida [Video Oficial]",875109,60,20230706,Gerardo Coronel El Jerry
"Cartel de Santa, La Kelly - Shorty Party (Video Oficial)",872898,61,20230706,elcarteldesantatv
"Yella Beezy - ""That's On Me"" Remix (Official Music Video)",870743,62,20230706,Yella Beezy
Coco Jones - ICU,861351,63,20230706,Coco Jones
Darius Rucker - Wagon Wheel (Official Music Video),858168,64,20230706,Darius Rucker
"Jelly Roll - ""NEED A FAVOR"" (Official Music Video)",846969,65,20230706,Jelly Roll
Junior H con Banda - El Hijo Mayor [En Vivo],830635,66,20230706,Rancho Humilde
GloRilla - Lick Or Sum (Official Music Video),825839,67,20230706,theofficialGloRilla
"Feid, Young Miko - Classy 101 (Official Video)",812264,68,20230706,Feid
Fall Out Boy - We Didn't Start the Fire (Lyric Video),805423,69,20230706,Fall Out Boy
Chino Pacas X Fuerza Regida - Dijeron que no la iba lograr [ Oficial Video ],786815,70,20230706,FUERZA REGIDA
Taylor Swift - Blank Space,780305,71,20230706,Taylor Swift
OneRepublic - Counting Stars,777689,72,20230706,OneRepublic
"LUNA (Lyric Video) - Peso Pluma, Junior H",776739,73,20230706,Peso Pluma
Maroon 5 - Sugar (Official Music Video),776690,74,20230706,Maroon 5
Kid Rock - Picture feat. Sheryl Crow [Official Music Video],776166,75,20230706,Kid Rock
BigXthaPlug ft. Big Yavo - Boy (Official Video),773415,76,20230706,BigXthaPlug
Bailey Zimmerman - Fall In Love (Official Music Video),765565,77,20230706,Bailey Zimmerman
Michael Jackson - Billie Jean (Official Video),763074,78,20230706,Michael Jackson
6ix9ine - Dueño (feat. Lenier) (Official Music Video),762260,79,20230706,Tekashi 6ix9ine
KAROL G - AMARGURA (En Vivo),758120,80,20230706,KAROL G
Drake - Search & Rescue (Official Visualizer),750125,81,20230706,Drake
Rae Sremmurd - Not So Bad (Leans Gone Cold) [Official Music Video],747696,82,20230706,Rae Sremmurd
Lloyd - You (Official Music Video) ft. Lil Wayne,745012,83,20230706,Lloyd
Sevyn Streeter - It Won't Stop ft. Chris Brown [Official Video],741600,84,20230706,Sevyn Streeter
Nu Breed Feat. Jesse Howard - Welcome To My House,735429,86,20230706,863NUBREED863
Carin Leon - Primera Cita [Official Video],733112,87,20230706,Carin Leon oficial
Gunna - bread & butter [Official Video],730205,88,20230706,Gunna
Future & Lil Uzi Vert - Drankin N Smokin [Official Music Video],729826,89,20230706,LIL UZI VERT
Fuerza Regida X Edgardo Nuñez - Billete Grande (En Vivo 2022),723713,90,20230706,FUERZA REGIDA
Fredo Bang - Free Melly (Official Video),718945,91,20230706,Fredo Bang
PARTYNEXTDOOR - Recognize (feat. Drake) [Official Music Video],718448,92,20230706,PARTYNEXTDOOR
YoungBoy Never Broke Again - Big Truck [Official Music Video],715527,93,20230706,YoungBoy Never Broke Again
Future - I'M DAT N**** (Official Music Video),711288,94,20230706,Future
Juice WRLD & Cordae - Doomsday (Directed by Cole Bennett),709661,95,20230706,Lyrical Lemonade
Monica | Letters (Official Video),705657,96,20230706,monicaofficial
Bad Bunny ft. Bomba Estéreo - Ojitos Lindos (Video Oficial) | Un Verano Sin Ti,698622,97,20230706,Bad Bunny
"Luis R Conriquez,  Tony Aguirre, Los Dareyes  De La Sierra - Malas Rachas  [En Vivo 2022]",692151,98,20230706,TONY AGUIRRE
"Peso Pluma, Jasiel Nuñez - Rosa Pastel (Video Oficial)",688935,99,20230706,Peso Pluma
Miley Cyrus - Party In The U.S.A. (Official Video),682596,100,20230706,HollywoodRecordsVEVO
Taylor Swift - I Can See You (Taylor’s Version) (From The Vault) (Official Video),4532055,1,20230713,Taylor Swift
Lil Durk - All My Life ft. J. Cole (Official Video),3439005,2,20230713,Lil Durk
Toosii - Favorite Song (Official Video),3056284,3,20230713,Toosii 
Latto - Put It On Da Floor Again (feat. Cardi B) [Official Video],2928548,4,20230713,Latto
NewJeans (뉴진스) 'Super Shy' Official MV,2636615,5,20230713,HYBE LABELS
Yng Lvcas & Peso Pluma - La Bebe (Remix) [Video Oficial],2385301,6,20230713,Yng Lvcas
Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),2340341,7,20230713,Grupo Frontera
FendiDa Rappa 'Point Me 2' (with Cardi B) [Official Video],2115002,8,20230713,FendiDa Rappa
Ella Baila Sola - (Video Oficial) - Eslabon Armado y Peso Pluma - DEL Records 2023,2086019,9,20230713,DEL Records
YoungBoy Never Broke Again - B*tch Let's Do It [Official Music Video],1922221,10,20230713,YoungBoy Never Broke Again
"Peso Pluma, Grupo Frontera - TULUM (Video Oficial)",1874942,11,20230713,Peso Pluma
Young Nudy - Peaches & Eggplants (Official Video) ft. 21 Savage,1791492,12,20230713,Young Nudy
RUBICON (Lyric Video) - Peso Pluma,1742696,13,20230713,Peso Pluma
Morgan Wallen - Last Night (One Record At A Time Sessions),1713009,14,20230713,Morgan Wallen
Myke Towers - LALA (Lyric Video),1705050,15,20230713,Myke Towers
Nicki Minaj & Ice Spice – Barbie World (with Aqua) [Official Music Video],1539250,16,20230713,Nicki Minaj
Peso Pluma - Bye (Video Oficial),1480706,17,20230713,Peso Pluma
"KAROL G, Shakira - TQG (Official Video)",1467340,18,20230713,KAROL G
Lil Baby - Merch Madness,1449859,19,20230713,Lil Baby Official 
"GloRilla, Cardi B - Tomorrow 2 (Official Music Video)",1432851,20,20230713,theofficialGloRilla
Fuerza Regida - SABOR FRESA [Official Video],1417975,21,20230713,FUERZA REGIDA
"Rema, Selena Gomez - Calm Down (Official Music Video)",1401387,22,20230713,Selena Gomez
"Grupo Firme - Gerardo Coronel ""El Jerry"" - Qué Onda Perdida (Video Oficial)",1399748,23,20230713,Grupo Firme
Ice Spice & Nicki Minaj - Princess Diana (Official Music Video),1323676,24,20230713,Ice Spice
"Rylo Rodriguez - ""Thang for you"" ft. NoCap (Official Music Video)",1321761,25,20230713,Rylo Rodriguez
"LADY GAGA (Visualizer) - Peso Pluma, Gabito Ballesteros, Junior H",1263978,26,20230713,Peso Pluma
EL ALFA X Peso Pluma  - Plebada (Video Oficial),1222360,27,20230713,ElAlfaElJefeTV
"Lauv - Steal The Show (From ""Elemental"")",1221072,28,20230713,DisneyMusicVEVO
Carin Leon x Grupo Frontera - QUE VUELVAS (Video Oficial),1186146,29,20230713,Grupo Frontera
"Peso Pluma, Natanael Cano - PRC (Video Oficial)",1185924,30,20230713,Peso Pluma
PESO PLUMA || BZRP Music Sessions #55,1149056,31,20230713,Bizarrap
Grupo Frontera - NO SE VA (Video Oficial),1131844,32,20230713,Grupo Frontera
Miley Cyrus - Flowers (Official Video),1123214,33,20230713,Miley Cyrus
"TXT (투모로우바이투게더), Jonas Brothers 'Do It Like That' Official MV",1094010,34,20230713,HYBE LABELS
Olivia Rodrigo - vampire (Official Video),1080359,35,20230713,Olivia Rodrigo
Fuerza Regida x Grupo Frontera - Bebe Dame,1078937,36,20230713,FUERZA REGIDA
"Yuridia, Angela Aguilar - Qué Agonía (Video Oficial)",1074532,37,20230713,Yuridia 
"Becky G, Peso Pluma - CHANEL (Official Video)",1073003,38,20230713,Becky G
Fuerza Regida - TQM [Official Video],1068294,39,20230713,FUERZA REGIDA
Gunna - fukumean [Official Video],1064630,40,20230713,Gunna
That Mexican OT - Johnny Dang (feat. Paul Wall & Drodi) (Official Music Video),1058668,41,20230713,That Mexican OT
Lil Baby - California Breeze (Official Video),1040209,42,20230713,Lil Baby Official 
Rod Wave - Fight The Feeling (Official Video),1033311,43,20230713,RodWave
Bad Bunny - WHERE SHE GOES (Official Video),1033008,44,20230713,Bad Bunny
Jelly Roll - Save Me (New Unreleased Video),1030714,45,20230713,Jelly Roll
6ix9ine - Pa Ti (feat. Yailin La Más Viral) (Official Music Video),1019289,46,20230713,Tekashi 6ix9ine
HARDY - wait in the truck (feat. Lainey Wilson) (Official Music Video),991975,47,20230713,HARDY
"DaBaby, Sexyy Red - SHAKE SUMN (Remix) [Official Music Video]",974277,48,20230713,DaBaby
Yahritza Y Su Esencia & Grupo Frontera - Frágil (Official Video),974194,49,20230713,Yahritza Y Su Esencia
Peso Pluma - Por Las Noches (Video Oficial),957856,50,20230713,Prajin Music Group
Yahritza Y Su Esencia & Grupo Frontera - Frágil (Official Lyric Video),950525,51,20230713,Yahritza Y Su Esencia
Billie Eilish - What Was I Made For? (Official Music Video),936117,52,20230713,Billie Eilish
Z-Ro ft. SHAQ “Stop The Rain”,934548,53,20230713,TVzro
Kaliii - Area Codes (Official Music Video),921945,54,20230713,Kaliii
GloRilla - Lick Or Sum (Official Music Video),920553,55,20230713,theofficialGloRilla
Morgan Wallen - Thinkin’ Bout Me,912497,56,20230713,Morgan Wallen
Sexyy Red - SkeeYee (Official Video),868153,57,20230713,Sexyy Red
Taylor Swift - Enchanted (Taylor's Version) (Lyric Video),862257,58,20230713,Taylor Swift
Lil Mabu - MATHEMATICAL DISRESPECT (Live Mic Performance),845769,59,20230713,Lil Mabu
Gunna - fukumean [Official Visualizer],827511,60,20230713,Gunna
"Cartel de Santa, La Kelly - Shorty Party (Video Oficial)",821887,61,20230713,elcarteldesantatv
"Feid, Young Miko - Classy 101 (Official Video)",808191,62,20230713,Feid
"Jelly Roll - ""NEED A FAVOR"" (Official Music Video)",794746,63,20230713,Jelly Roll
Natanael Cano - Mi Bello Angel [Official Video],789746,64,20230713,Natanael Cano
"Peso Pluma, Jasiel Nuñez - LAGUNAS (Video Oficial)",783037,65,20230713,Peso Pluma
Coco Jones - ICU,781009,66,20230713,Coco Jones
YoungBoy Never Broke Again - I Need To Know  [Official Music Video],768940,67,20230713,YoungBoy Never Broke Again
NUEVA VIDA (Lyric Video) - Peso Pluma,761533,68,20230713,Peso Pluma
Carin Leon - Primera Cita [Official Video],756082,69,20230713,Carin Leon oficial
Lil Tjay - Project Walls (feat. NBA YoungBoy) (Official Lyric Video),754373,70,20230713,Lil Tjay
Chino Pacas X Fuerza Regida - Dijeron que no la iba lograr [ Oficial Video ],752769,71,20230713,FUERZA REGIDA
BigXthaPlug ft. Big Yavo - Boy (Official Video),744649,72,20230713,BigXthaPlug
RUBICON (Visualizer) - Peso Pluma,735498,73,20230713,Peso Pluma
Taylor Swift - Blank Space,731788,74,20230713,Taylor Swift
Junior H con Banda - El Hijo Mayor [En Vivo],726212,75,20230713,Rancho Humilde
Taylor Swift - Back To December (Taylor's Version) (Lyric Video),716811,76,20230713,Taylor Swift
YoungBoy Never Broke Again - Big Truck [Official Music Video],709872,77,20230713,YoungBoy Never Broke Again
Drake - Search & Rescue (Official Visualizer),694400,78,20230713,Drake
JVKE - this is what heartbreak feels like (Official Lyric Video),680182,79,20230713,JVKE
Aqua - Barbie Girl (Official Music Video),678068,80,20230713,Aqua
Gunna - back to the moon [Official Video],671275,81,20230713,Gunna
Michael Jackson - Billie Jean (Official Video),666669,82,20230713,Michael Jackson
"Gerardo Coronel ""El Jerry"" -  Qué Onda Perdida [Video Oficial]",660824,83,20230713,Gerardo Coronel El Jerry
Lewis Capaldi - Someone You Loved,657238,84,20230713,Lewis Capaldi
Sexyy Red - Pound Town (Spring Break Edition) (Official Video),656622,85,20230713,Sexyy Red
Eagles - Hotel California (Live 1977) (Official Video) [HD],655257,86,20230713,Eagles
"Eminem, Lil Jon & 50 Cent - Wild (2023)",650984,87,20230713,TNT Records
KAROL G - AMARGURA (En Vivo),646128,88,20230713,KAROL G
Eden Muñoz & Junior H– Abcdario (Video Oficial),636217,89,20230713,Eden Muñoz
Nu Breed Feat. Jesse Howard - Welcome To My House,632878,90,20230713,863NUBREED863
Gunna - bread & butter [Official Video],631849,91,20230713,Gunna
NewJeans (뉴진스) 'New Jeans' Official MV,624512,92,20230713,HYBE LABELS
"Peso Pluma, Blessd - Las Morras (Video Oficial)",607623,93,20230713,Peso Pluma
"LUNA (Lyric Video) - Peso Pluma, Junior H",596318,95,20230713,Peso Pluma
NLE Choppa Feat. @SexyyRed - Slut Me Out Remix (Official Video),595904,96,20230713,NLE CHOPPA
Lil Mabu - RICH SCHOLAR (Official Music Video),591651,97,20230713,Lil Mabu
Lloyd - You (Official Music Video) ft. Lil Wayne,589851,98,20230713,Lloyd
"LAGUNAS (Lyric Video) - Peso Pluma, Jasiel Nuñez",587957,99,20230713,Peso Pluma
King Von - Heartless (Official Visualizer) (feat. Tee Grizzley),587797,100,20230713,King Von
Jason Aldean - Try That In A Small Town (Official Music Video),7636637,1,20230720,Jason Aldean
정국 (Jung Kook) 'Seven (feat. Latto)' Official MV,4993500,2,20230720,HYBE LABELS
Toosii - Favorite Song (Official Video),3373829,3,20230720,Toosii 
Latto - Put It On Da Floor Again (feat. Cardi B) [Official Video],3340680,4,20230720,Latto
Lil Durk - All My Life ft. J. Cole (Official Video),3305679,5,20230720,Lil Durk
KAROL G - S91 (Official Video),3035944,6,20230720,KAROL G
Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial),2675142,7,20230720,Grupo Frontera
Yng Lvcas & Peso Pluma - La Bebe (Remix) [Video Oficial],2655973,8,20230720,Yng Lvcas
Ella Baila Sola - (Video Oficial) - Eslabon Armado y Peso Pluma - DEL Records 2023,2502889,9,20230720,DEL Records
Myke Towers - LALA (Lyric Video),2497863,10,20230720,Myke Towers
Morgan Wallen - Last Night (One Record At A Time Sessions),2076103,11,20230720,Morgan Wallen
YoungBoy Never Broke Again - B*tch Let's Do It [Official Music Video],2030698,12,20230720,YoungBoy Never Broke Again
